USDG/USD
BMT/EUR
BMT/USD
BNB/EUR
BNB/USD
BNT/EUR
BNT/USD
BODEN/EUR
BODEN/USD
BONK/EUR
BONK/USD
BSX/EUR
BSX/USD
BTR/EUR
BTR/USD
BTT/EUR
BTT/USD
CAKE/EUR
CAKE/USD
CAMP/EUR
CAMP/USD
CARV/EUR
CARV/USD
CCD/EUR
CCD/USD
CELO/EUR
CELO/USD
CFG/EUR
CFG/USD
CHEX/EUR
CHEX/USD
CHILLHOUSE/EUR
CHILLHOUSE/USD
CHZ/EUR
CHZ/USD
CLANKER/EUR
CLANKER/USD
CLOUD/EUR
CLOUD/USD
COMP/EUR
COMP/USD
COMP/XBT
COTI/EUR
COTI/USD
COW/EUR
COW/USD
CPOOL/EUR
CPOOL/USD
CQT/EUR
CQT/USD
CRO/EUR
CRO/USD
CRV/EUR
CRV/USD
CTC/EUR
CTC/USD
CTSI/EUR
CTSI/USD
CVX/EUR
CVX/USD
CXT/EUR
CXT/USD
DASH/EUR
DASH/USD
DBR/EUR
DBR/USD
DEEP/EUR
DEEP/USD
DENT/EUR
DENT/USD
DMC/EUR
DMC/USD
DOG/EUR
DOGS/EUR
DOGS/USD
DOG/USD
DOT/ETH
DOT/EUR
DOT/USD
DOT/XBT
DRIFT/EUR
DRIFT/USD
DYDX/EUR
DYDX/USD
DYM/EUR
DYM/USD
EAT/EUR
EAT/USD
EGLD/EUR
EGLD/USD
EIGEN/EUR
EIGEN/USD
ENA/EUR
ENA/USD
ENJ/EUR
ENJ/USD
ENS/EUR
ENSO/EUR
ENSO/USD
ENS/USD
EPT/EUR
EPT/USD
ES/EUR
ES/USD
ESX/EUR
ESX/USD
ETHFI/EUR
ETHFI/USD
ETHW/EUR
ETHW/USD
EUL/EUR
EUL/USD
EWT/EUR
EWT/USD
FARTCOIN/EUR
FARTCOIN/USD
FET/EUR
FET/USD
FF/EUR
FF/USD
FHE/EUR
FHE/USD
FIL/ETH
FIL/EUR
FIL/USD
FIL/XBT
FIS/EUR
FIS/USD
FLOKI/EUR
FLOKI/USD
FLOW/EUR
FLOW/USD
FLR/EUR
FLR/USD
FLUX/EUR
FLUX/USD
FORTH/EUR
FORTH/USD
FWOG/EUR
FWOG/USD
FXS/EUR
FXS/USD
GAIA/EUR
GAIA/USD
GALA/EUR
GALA/USD
GAL/EUR
GAL/USD
GARI/EUR
GARI/USD
GFI/EUR
GFI/USD
GHIBLI/EUR
GHIBLI/USD
GHST/EUR
GHST/USD
GIGA/EUR
GIGA/USD
GLMR/EUR
GLMR/USD
GMT/EUR
GMT/USD
GMX/EUR
GMX/USD
GNO/EUR
GNO/USD
GOAT/EUR
GOAT/USD
GOMINING/EUR
GOMINING/USD
GRASS/EUR
GRASS/USD
GRIFFAIN/EUR
GRIFFAIN/USD
GRT/EUR
GRT/USD
GRT/XBT
GUN/EUR
GUN/USD
HBAR/EUR
HBAR/USD
H/EUR
HFT/EUR
HFT/USD
HIPPO/EUR
HIPPO/USD
HNT/EUR
HNT/USD
HONEY/EUR
HONEY/USD
HOUSE/EUR
HOUSE/USD
HPOS10I/EUR
HPOS10I/USD
H/USD
ICNT/EUR
ICNT/USD
ICP/EUR
ICP/USD
ICX/EUR
ICX/USD
IDEX/EUR
IDEX/USD
IMX/EUR
IMX/USD
INIT/EUR
INIT/USD
INJ/EUR
INJ/USD
IP/EUR
IP/USD
JASMY/EUR
JASMY/USD
JOE/EUR
JOE/USD
JTO/EUR
JTO/USD
JUNO/EUR
JUNO/USD
JUP/EUR
JUP/USD
KAITO/EUR
KAITO/USD
KAS/EUR
KAS/USD
KAVA/EUR
KAVA/USD
KERNEL/EUR
KERNEL/USD
KEY/EUR
KEY/USD
KGEN/EUR
KGEN/USD
KIN/EUR
KINT/EUR
KINT/USD
KIN/USD
KMNO/EUR
KMNO/USD
KNC/EUR
KNC/USD
KOBAN/EUR
KOBAN/USD
KSM/EUR
KSM/USD
KTA/EUR
KTA/USD
LCAP/EUR
LCAP/USD
LCX/EUR
LCX/USD
LDO/EUR
LDO/USD
LINEA/EUR
LINEA/USD
LINK/ETH
LINK/EUR
LINK/USD
LINK/XBT
LMWR/EUR
LMWR/USD
LOCKIN/EUR
LOCKIN/USD
LOFI/EUR
LOFI/USD
LPT/EUR
LPT/USD
LQTY/EUR
LQTY/USD
LRC/EUR
LRC/USD
LTC/ETH
LUNA2/EUR
LUNA2/USD
LUNA/EUR
LUNA/USD
MANA/EUR
MANA/USD
MANA/XBT
MAT/EUR
MAT/USD
MELANIA/EUR
MELANIA/USD
MEME/EUR
MEME/USD
MERL/EUR
MERL/USD
M/EUR
MEW/EUR
MEW/USD
MF/EUR
MF/USD
MINA/EUR
MINA/USD
MINA/XBT
MIRA/EUR
MIRA/USD
MIRROR/EUR
MIRROR/USD
MNT/EUR
MNT/USD
MOG/EUR
MOG/USD
MOODENG/EUR
MOODENG/USD
MORPHO/EUR
MORPHO/USD
MOVR/EUR
MOVR/USD
M/USD
MXC/EUR
MXC/USD
MYX/EUR
MYX/USD
NANO/EUR
NANO/USD
NEAR/EUR
NEAR/USD
NEIRO/EUR
NEIRO/USD
NIL/EUR
NIL/USD
NMR/EUR
NMR/USD
NOBODY/EUR
NOBODY/USD
NODL/EUR
NODL/USD
NOS/EUR
NOS/USD
NOT/EUR
NOT/USD
NPC/EUR
NPC/USD
OCEAN/EUR
OCEAN/USD
OGN/EUR
OGN/USD
OM/EUR
OMG/EUR
OMG/USD
OM/USD
ONDO/EUR
ONDO/USD
OPEN/EUR
OPEN/USD
OP/EUR
OP/USD
ORCA/EUR
ORCA/USD
ORDER/EUR
ORDER/USD
OSMO/EUR
OSMO/USD
OXT/EUR
OXT/USD
OXY/EUR
OXY/USD
PARTI/EUR
PARTI/USD
PAXG/ETH
PAXG/EUR
PAXG/USD
PAXG/XBT
PEAQ/EUR
PEAQ/USD
PENDLE/EUR
PENDLE/USD
PENGU/EUR
PENGU/USD
PEPE/EUR
PEPE/USD
PERP/EUR
PERP/USD
PHA/EUR
PHA/USD
PIPE/EUR
PIPE/USD
PLAY/EUR
PLAY/USD
PLUME/EUR
PLUME/USD
PNUT/EUR
PNUT/USD
POL/EUR
POL/USD
PONKE/EUR
PONKE/USD
POPCAT/EUR
POPCAT/USD
PORTAL/EUR
PORTAL/USD
POWR/EUR
POWR/USD
PRCL/EUR
PRCL/USD
PRIME/EUR
PRIME/USD
PRO/EUR
PRO/USD
PROVE/EUR
PROVE/USD
PTB/EUR
PTB/USD
PUFFER/EUR
PUFFER/USD
PUMP/EUR
PUMP/USD
PYTH/EUR
PYTH/USD
QNT/EUR
QNT/USD
QTUM/EUR
QTUM/USD
RAD/EUR
RAD/USD
RAIIN/EUR
RAIIN/USD
RARE/EUR
RARE/USD
RARI/EUR
RARI/USD
RAY/EUR
RAY/USD
RED/EUR
RED/USD
REKT/EUR
REKT/USD
RENDER/EUR
RENDER/USD
REPV2/EUR
REPV2/USD
REQ/EUR
REQ/USD
RETARDIO/EUR
RETARDIO/USD
REZ/EUR
REZ/USD
RHEA/EUR
RHEA/USD
RIZE/EUR
RIZE/USD
RLC/EUR
RLC/USD
ROOK/EUR
ROOK/USD
RPL/EUR
RPL/USD
RSR/EUR
RSR/USD
RUJI/EUR
RUJI/USD
RUNE/EUR
RUNE/USD
SAFE/EUR
SAFE/USD
SAGA/EUR
SAGA/USD
SAHARA/EUR
SAHARA/USD
SAMO/EUR
SAMO/USD
SAND/EUR
SAND/USD
SAND/XBT
SAPIEN/EUR
SAPIEN/USD
SAROS/EUR
SAROS/USD
SBR/EUR
SBR/USD
SC/EUR
SCRT/EUR
SCRT/USD
SC/USD
SC/XBT
SEI/EUR
SEI/USD
S/EUR
SGB/EUR
SGB/USD
SHIB/EUR
SHIB/USD
SHX/EUR
SHX/USD
SKY/EUR
SKY/USD
SNEK/EUR
SNEK/USD
SNX/EUR
SNX/USD
SNX/XBT
SOL/ETH
SOL/EUR
SOL/USD
SOL/XBT
SOSO/EUR
SOSO/USD
SPELL/EUR
SPELL/USD
SPICE/EUR
SPICE/USD
SPK/EUR
SPK/USD
SPX/EUR
SPX/USD
STBL/EUR
STBL/USD
STG/EUR
STG/USD
STORJ/EUR
STORJ/USD
STRK/EUR
STRK/USD
STX/EUR
STX/USD
SUI/EUR
SUI/USD
SUPER/EUR
SUPER/USD
S/USD
SUSHI/EUR
SUSHI/USD
SWEAT/EUR
SWEAT/USD
SWELL/EUR
SWELL/USD
SXT/EUR
SXT/USD
SYND/EUR
SYND/USD
SYN/EUR
SYN/USD
SYRUP/EUR
SYRUP/USD
TANSSI/EUR
TANSSI/USD
TAO/EUR
TAO/USD
TEER/EUR
TEER/USD
T/EUR
TIA/EUR
TIA/USD
TITCOIN/EUR
TITCOIN/USD
TNSR/EUR
TNSR/USD
TON/EUR
TON/USD
TOSHI/EUR
TOSHI/USD
TRAC/EUR
TRAC/USD
TRU/EUR
TRUMP/EUR
TRUMP/USD
TRU/USD
TRX/ETH
TRX/EUR
TRX/USD
TRX/XBT
TURBO/EUR
TURBO/USD
T/USD
U2U/EUR
U2U/USD
U/EUR
UMA/EUR
UMA/USD
UNI/ETH
UNI/EUR
UNITE/EUR
UNITE/USD
UNI/USD
UNI/XBT
USDUC/EUR
USDUC/USD
USELESS/EUR
USELESS/USD
USUAL/EUR
USUAL/USD
U/USD
VANRY/EUR
VANRY/USD
VFY/EUR
VFY/USD
VINE/EUR
VINE/USD
VIRTUAL/EUR
VIRTUAL/USD
VSN/EUR
VSN/USD
VULT/EUR
VULT/USD
WAL/EUR
WAL/USD
WAXL/EUR
WAXL/USD
WBTC/EUR
WBTC/USD
WELL/EUR
WELL/USD
WEN/EUR
WEN/USD
W/EUR
WIF/EUR
WIF/USD
WLD/EUR
WLD/USD
WLFI/EUR
WLFI/USD
WOO/EUR
WOO/USD
W/USD
XAN/EUR
XAN/USD
XCN/EUR
XCN/USD
XDC/EUR
XDC/USD
XDG/EUR
XDG/USD
ETC/ETH
ETC/XBT
ETC/EUR
ETC/USD
ETH/XBT
XL1/EUR
XL1/USD
LTC/XBT
LTC/EUR
LTC/USD
MLN/XBT
MLN/EUR
MLN/USD
XMN/EUR
XMN/USD
XNAP/EUR
XNAP/USD
XNY/EUR
XNY/USD
XPL/EUR
XPL/USD
XRP/ETH
XRT/EUR
XRT/USD
XTZ/EUR
XTZ/USD
XDG/XBT
XLM/XBT
XLM/EUR
XLM/USD
XMR/XBT
XMR/EUR
XMR/USD
XRP/XBT
XRP/EUR
XRP/USD
XYO/EUR
XYO/USD
ZEC/EUR
ZEC/USD
YALA/EUR
YALA/USD
YB/EUR
YB/USD
YFI/EUR
YFI/USD
YGG/EUR
YGG/USD
ZBCN/EUR
ZBCN/USD
ZBT/EUR
ZBT/USD
ZEREBRO/EUR
ZEREBRO/USD
ZETA/EUR
ZETA/USD
ZEUS/EUR
ZEUS/USD
ZEX/EUR
ZEX/USD
ZIG/EUR
ZIG/USD
ZK/EUR
ZK/USD
ZORA/EUR
ZORA/USD
ZRC/EUR
ZRC/USD
ZRO/EUR
ZRO/USD
ZRX/EUR
ZRX/USD
