USDG/USD
USDG/EUR
USDR/USD
USDR/EUR
0G/EUR
0G/USD
2Z/EUR
2Z/USD
ACH/EUR
ACH/USD
ADX/EUR
ADX/USD
A/EUR
A/USD
AI16Z/EUR
AI16Z/USD
AIXBT/EUR
AIXBT/USD
ALICE/EUR
ALICE/USD
ALPHA/EUR
ALPHA/USD
ALTHEA/EUR
ALTHEA/USD
ANKR/EUR
ANKR/USD
APE/EUR
APE/USD
API3/EUR
API3/USD
APT/EUR
APT/USD
ARB/EUR
ARB/USD
ARKM/EUR
ARKM/USD
ASTER/EUR
ASTER/USD
ATH/EUR
ATH/USD
AUCTION/EUR
AUCTION/USD
AURA/EUR
AURA/USD
AVAX/EUR
AVAX/USD
AXS/EUR
AXS/USD
BABY/EUR
BABY/USD
BAND/EUR
BAND/USD
BEAM/EUR
BEAM/USD
BIGTIME/EUR
BIGTIME/USD
BLUR/EUR
BLUR/USD
BNT/EUR
BNT/USD
BSX/EUR
BSX/USD
CAKE/EUR
CAKE/USD
CCD/EUR
CCD/USD
CHEX/EUR
CHEX/USD
CLANKER/EUR
CLANKER/USD
COW/EUR
COW/USD
CRO/EUR
CRO/USD
CTSI/EUR
CTSI/USD
DASH/EUR
DASH/USD
DENT/EUR
DENT/USD
DOGS/EUR
DOGS/USD
DYM/EUR
DYM/USD
ENA/EUR
ENA/USD
EPT/EUR
EPT/USD
ETHW/EUR
ETHW/USD
FET/EUR
FET/USD
FLOKI/EUR
FLOKI/USD
FORTH/EUR
FORTH/USD
GALA/EUR
GALA/USD
GHIBLI/EUR
GHIBLI/USD
GMT/EUR
GMT/USD
GOMINING/EUR
GOMINING/USD
HBAR/EUR
HBAR/USD
HNT/EUR
HNT/USD
ICNT/EUR
ICNT/USD
IMX/EUR
IMX/USD
JASMY/EUR
JASMY/USD
JUP/EUR
JUP/USD
KERNEL/EUR
KERNEL/USD
KINT/EUR
KINT/USD
KSM/EUR
KSM/USD
LDO/EUR
LDO/USD
LOFI/EUR
LOFI/USD
LUNA2/EUR
LUNA2/USD
MEME/EUR
MEME/USD
MF/EUR
MF/USD
MOG/EUR
MOG/USD
MXC/EUR
MXC/USD
NEIRO/EUR
NEIRO/USD
NODL/EUR
NODL/USD
OCEAN/EUR
OCEAN/USD
ONDO/EUR
ONDO/USD
ORDER/EUR
ORDER/USD
PARTI/EUR
PARTI/USD
PEPE/EUR
PEPE/USD
PLAY/EUR
PLAY/USD
PONKE/EUR
PONKE/USD
PRCL/EUR
PRCL/USD
PTB/EUR
PTB/USD
QNT/EUR
QNT/USD
RARE/EUR
RARE/USD
REKT/EUR
REKT/USD
RETARDIO/EUR
RETARDIO/USD
RLC/EUR
RLC/USD
RUJI/EUR
RUJI/USD
SAHARA/EUR
SAHARA/USD
SBR/EUR
SBR/USD
SGB/EUR
SGB/USD
SNEK/EUR
SNEK/USD
SPK/EUR
SPK/USD
STORJ/EUR
STORJ/USD
SUPER/EUR
SUPER/USD
SXT/EUR
SXT/USD
TANSSI/EUR
TANSSI/USD
TIA/EUR
TIA/USD
TOSHI/EUR
TOSHI/USD
TURBO/EUR
TURBO/USD
UNITE/EUR
UNITE/USD
VANRY/EUR
VANRY/USD
VSN/EUR
VSN/USD
WBTC/EUR
WBTC/USD
WIF/EUR
WIF/USD
XAN/EUR
XAN/USD
XMN/EUR
XMN/USD
XRT/EUR
XRT/USD
YALA/EUR
YALA/USD
ZBCN/EUR
ZBCN/USD
ZEUS/EUR
ZEUS/USD
ZORA/EUR
ZORA/USD
