USDG/USD
USDG/EUR
USDR/USD
USDR/EUR
1INCH/EUR
1INCH/USD
ADA/EUR
ADA/USD
AEVO/EUR
AEVO/USD
AI16Z/EUR
AI16Z/USD
AIXBT/EUR
AIXBT/USD
AR/EUR
AR/USD
AVAAI/EUR
AVAAI/USD
BAND/EUR
BAND/USD
BDXN/EUR
BDXN/USD
BEAM/EUR
BEAM/USD
BLUR/EUR
BLUR/USD
BMT/EUR
BMT/USD
BODEN/EUR
BODEN/USD
CFG/EUR
CFG/USD
CHILLHOUSE/EUR
CHILLHOUSE/USD
COTI/EUR
COTI/USD
CPOOL/EUR
CPOOL/USD
CRV/EUR
CRV/USD
DMC/EUR
DMC/USD
ES/EUR
ES/USD
ETHFI/EUR
ETHFI/USD
ETHW/EUR
ETHW/USD
FARTCOIN/EUR
FARTCOIN/USD
FIL/EUR
FIL/USD
FLOW/EUR
FLOW/USD
FLR/EUR
FLR/USD
GFI/EUR
GFI/USD
GMX/EUR
GMX/USD
GNO/EUR
GNO/USD
H/EUR
H/USD
ICP/EUR
ICP/USD
ICX/EUR
ICX/USD
IMX/EUR
IMX/USD
KAVA/EUR
KAVA/USD
KIN/EUR
KIN/USD
KOBAN/EUR
KOBAN/USD
KSM/EUR
KSM/USD
LCX/EUR
LCX/USD
LDO/EUR
LDO/USD
LPT/EUR
LPT/USD
LQTY/EUR
LQTY/USD
LRC/EUR
LRC/USD
MIRA/EUR
MIRA/USD
MIRROR/EUR
MIRROR/USD
MNT/EUR
MNT/USD
MYX/EUR
MYX/USD
NMR/EUR
NMR/USD
NOBODY/EUR
NOBODY/USD
PENGU/EUR
PENGU/USD
PERP/EUR
PERP/USD
PHA/EUR
PHA/USD
PNUT/EUR
PNUT/USD
POL/EUR
POL/USD
POWR/EUR
POWR/USD
PUFFER/EUR
PUFFER/USD
RAY/EUR
RAY/USD
ROOK/EUR
ROOK/USD
RSR/EUR
RSR/USD
SAPIEN/EUR
SAPIEN/USD
SCRT/EUR
SCRT/USD
S/EUR
SNEK/EUR
SNEK/USD
SPICE/EUR
SPICE/USD
SPK/EUR
SPK/USD
SPX/EUR
SPX/USD
S/USD
SWEAT/EUR
SWEAT/USD
SWELL/EUR
SWELL/USD
TAO/EUR
TAO/USD
TOSHI/EUR
TOSHI/USD
TURBO/EUR
TURBO/USD
USELESS/EUR
USELESS/USD
VULT/EUR
VULT/USD
W/EUR
W/USD
ETH/EUR
ETH/USD
XL1/EUR
XL1/USD
XMN/EUR
XMN/USD
XNY/EUR
XNY/USD
XPL/EUR
XPL/USD
YB/EUR
YB/USD
ZBT/EUR
ZBT/USD
ZEUS/EUR
ZEUS/USD
ZK/EUR
ZK/USD
ZRO/EUR
ZRO/USD
ZRX/EUR
ZRX/USD
