USDG/USD
USDG/EUR
USDR/USD
USDR/EUR
0G/EUR
0G/USD
AAVE/EUR
AAVE/USD
AB/EUR
AB/USD
AERO/EUR
AERO/USD
ALT/EUR
ALT/USD
ANON/EUR
ANON/USD
APE/EUR
APE/USD
APR/EUR
APR/USD
ARB/EUR
ARB/USD
ARKM/EUR
ARKM/USD
ASTR/EUR
ASTR/USD
ATH/EUR
ATH/USD
AVAX/EUR
AVAX/USD
AXS/EUR
AXS/USD
B2/EUR
B2/USD
BCH/EUR
BCH/USD
BTR/EUR
BTR/USD
CAKE/EUR
CAKE/USD
CHEX/EUR
CHEX/USD
CHZ/EUR
CHZ/USD
COW/EUR
COW/USD
CTSI/EUR
CTSI/USD
DBR/EUR
DBR/USD
DOG/EUR
DOGS/EUR
DOGS/USD
DOG/USD
DYDX/EUR
DYDX/USD
ENSO/EUR
ENSO/USD
EUL/EUR
EUL/USD
FIS/EUR
FIS/USD
FORTH/EUR
FORTH/USD
FWOG/EUR
FWOG/USD
GHIBLI/EUR
GHIBLI/USD
HOUSE/EUR
HOUSE/USD
ICNT/EUR
ICNT/USD
INIT/EUR
INIT/USD
JASMY/EUR
JASMY/USD
JUP/EUR
JUP/USD
KAITO/EUR
KAITO/USD
KINT/EUR
KINT/USD
KNC/EUR
KNC/USD
KTA/EUR
KTA/USD
MERL/EUR
MERL/USD
M/EUR
MINA/EUR
MINA/USD
MORPHO/EUR
MORPHO/USD
MOVR/EUR
MOVR/USD
M/USD
NIL/EUR
NIL/USD
NOS/EUR
NOS/USD
NPC/EUR
NPC/USD
OCEAN/EUR
OCEAN/USD
ONDO/EUR
ONDO/USD
ORCA/EUR
ORCA/USD
OXY/EUR
OXY/USD
PENDLE/EUR
PENDLE/USD
PLAY/EUR
PLAY/USD
PRIME/EUR
PRIME/USD
RARE/EUR
RARE/USD
RHEA/EUR
RHEA/USD
SAMO/EUR
SAMO/USD
SC/EUR
SC/USD
SKY/EUR
SKY/USD
SNX/EUR
SNX/USD
SOL/EUR
SOL/USD
STORJ/EUR
STORJ/USD
STRK/EUR
STRK/USD
SUPER/EUR
SUPER/USD
SYRUP/EUR
SYRUP/USD
TNSR/EUR
TNSR/USD
TRUMP/EUR
TRUMP/USD
U2U/EUR
U2U/USD
U/EUR
UMA/EUR
UMA/USD
UNI/EUR
UNI/USD
U/USD
VIRTUAL/EUR
VIRTUAL/USD
WAXL/EUR
WAXL/USD
XDC/EUR
XDC/USD
XDG/EUR
XDG/USD
LTC/EUR
LTC/USD
XLM/EUR
XLM/USD
YGG/EUR
YGG/USD
ZBCN/EUR
ZBCN/USD
ZEREBRO/EUR
ZEREBRO/USD
ZEX/EUR
ZEX/USD
ZIG/EUR
ZIG/USD
