USDG/USD
USDG/EUR
USDR/USD
USDR/EUR
USD/USDG
EUR/USDG
USD/USDR
EUR/USDR
AAVE/ETH
AAVE/EUR
AAVE/USD
AAVE/XBT
ADA/ETH
ADA/EUR
ADA/USD
ADA/XBT
AED/ETH
AED/USD
AED/XBT
ALGO/ETH
ALGO/EUR
ALGO/USD
ALGO/XBT
ANKR/EUR
ANKR/USD
ANKR/XBT
ANT/ETH
ANT/EUR
ANT/USD
ANT/XBT
APE/EUR
APE/USD
ATOM/ETH
ATOM/EUR
ATOM/USD
ATOM/XBT
AVAX/EUR
AVAX/USD
BAL/EUR
BAL/USD
BAL/XBT
BAT/ETH
BAT/EUR
BAT/USD
BAT/XBT
BCH/ETH
BCH/EUR
BCH/USD
BCH/XBT
BNT/EUR
BNT/USD
BNT/XBT
COMP/EUR
COMP/USD
COMP/XBT
CRV/ETH
CRV/EUR
CRV/USD
CRV/XBT
DAI/EUR
DAI/USD
DAI/ETH
DAI/XBT
DASH/EUR
DASH/USD
DASH/XBT
DOT/ETH
DOT/EUR
DOT/USD
DOT/XBT
DOT/KSM
ENJ/EUR
ENJ/USD
ENJ/XBT
EOS/ETH
EOS/EUR
EOS/USD
EOS/XBT
ETHW/ETH
ETHW/EUR
ETHW/USD
EURT/EUR
EURT/USD
EWT/EUR
EWT/USD
EWT/XBT
FIL/ETH
FIL/EUR
FIL/USD
FIL/XBT
FLOW/ETH
FLOW/EUR
FLOW/USD
FLOW/XBT
GHST/EUR
GHST/USD
GHST/XBT
GNO/EUR
GNO/USD
GNO/XBT
GRT/EUR
GRT/USD
GRT/XBT
ICX/ETH
ICX/EUR
ICX/USD
ICX/XBT
KAVA/ETH
KAVA/EUR
KAVA/USD
KAVA/XBT
KEEP/EUR
KEEP/USD
KEEP/XBT
KNC/ETH
KNC/EUR
KNC/USD
KNC/XBT
KSM/ETH
KSM/EUR
KSM/USD
KSM/XBT
LINK/ETH
LINK/EUR
LINK/USD
LINK/XBT
LPT/EUR
LPT/USD
LPT/XBT
LSK/ETH
LSK/EUR
LSK/USD
LSK/XBT
MANA/ETH
MANA/EUR
MANA/USD
MANA/XBT
MATIC/EUR
MATIC/USD
MATIC/XBT
MINA/EUR
MINA/USD
MINA/XBT
MKR/EUR
MKR/USD
MKR/XBT
ETH/XBT
ETH/EUR
ETH/USD
XBT/EUR
XBT/USD
ETH/AAVE
EUR/AAVE
USD/AAVE
XBT/AAVE
ETH/ADA
EUR/ADA
USD/ADA
XBT/ADA
ETH/AED
USD/AED
XBT/AED
ETH/ALGO
EUR/ALGO
USD/ALGO
XBT/ALGO
EUR/ANKR
USD/ANKR
XBT/ANKR
ETH/ANT
EUR/ANT
USD/ANT
XBT/ANT
EUR/APE
USD/APE
ETH/ATOM
EUR/ATOM
USD/ATOM
XBT/ATOM
EUR/AVAX
USD/AVAX
EUR/BAL
USD/BAL
XBT/BAL
ETH/BAT
EUR/BAT
USD/BAT
XBT/BAT
ETH/BCH
EUR/BCH
USD/BCH
XBT/BCH
EUR/BNT
USD/BNT
XBT/BNT
EUR/COMP
USD/COMP
XBT/COMP
ETH/CRV
EUR/CRV
USD/CRV
XBT/CRV
EUR/DAI
USD/DAI
ETH/DAI
XBT/DAI
EUR/DASH
USD/DASH
XBT/DASH
ETH/DOT
EUR/DOT
USD/DOT
XBT/DOT
KSM/DOT
EUR/ENJ
USD/ENJ
XBT/ENJ
ETH/EOS
EUR/EOS
USD/EOS
XBT/EOS
ETH/ETHW
EUR/ETHW
USD/ETHW
EUR/EURT
USD/EURT
EUR/EWT
USD/EWT
XBT/EWT
ETH/FIL
EUR/FIL
USD/FIL
XBT/FIL
ETH/FLOW
EUR/FLOW
USD/FLOW
XBT/FLOW
EUR/GHST
USD/GHST
XBT/GHST
EUR/GNO
USD/GNO
XBT/GNO
EUR/GRT
USD/GRT
XBT/GRT
ETH/ICX
EUR/ICX
USD/ICX
XBT/ICX
ETH/KAVA
EUR/KAVA
USD/KAVA
XBT/KAVA
EUR/KEEP
USD/KEEP
XBT/KEEP
ETH/KNC
EUR/KNC
USD/KNC
XBT/KNC
ETH/KSM
EUR/KSM
USD/KSM
XBT/KSM
ETH/LINK
EUR/LINK
USD/LINK
XBT/LINK
EUR/LPT
USD/LPT
XBT/LPT
ETH/LSK
EUR/LSK
USD/LSK
XBT/LSK
ETH/MANA
EUR/MANA
USD/MANA
XBT/MANA
EUR/MATIC
USD/MATIC
XBT/MATIC
EUR/MINA
USD/MINA
XBT/MINA
EUR/MKR
USD/MKR
XBT/MKR
XBT/ETH
EUR/ETH
USD/ETH
EUR/XBT
USD/XBT
